category,description,estimatedTime,imageName,ingredients,procedure,subcategory,title,times,isFavorite
dinner,"Use our Brined Turkey Recipe to make a delicious Thanksgiving turkey! Once you try this Brined Turkey Recipe, you may never go back to unbrined again. Try our Brined Turkey Recipe today.",680.0,Brined Turkey Recipe.jpg,"2-1/2 gal. water, divided, 1 cup sugar, 1 cup salt, 1/2 cup HEINZ Apple Cider Vinegar, 1 Tbsp. coarse ground black pepper, 1 frozen whole turkey (14 lb.), thawed","2-1/2 gal. water, divided, 1 cup sugar, 1 cup salt, 1/2 cup HEINZ Apple Cider Vinegar, 1 Tbsp. coarse ground black pepper, 1 frozen whole turkey (14 lb.), thawed",Dinner Recipes,Brined Turkey Recipe,"2-1/2 gal. water, divided, 1 cup sugar, 1 cup salt, 1/2 cup HEINZ Apple Cider Vinegar, 1 Tbsp. coarse ground black pepper, 1 frozen whole turkey (14 lb.), thawed",False
dinner,"You don't have to be near the beach to enjoy a cheeseburger with bacon, avocado, cilantro and chipotle-flavor mayo. It's tantalizing no matter where you live.",20.0,Cabo Beach Cheeseburger.jpg,"1 lb. lean ground beef, 4 slices OSCAR MAYER Bacon, 4 KRAFT Big Slice Pepper Jack Cheese Slice s, 4 kaiser roll s, split, 1/4 cup KRAFT Chipotle Aioli, 1 avocado, cut into 12 slices, 1/2 cup coarsely chopped fresh cilantro","1 lb. lean ground beef, 4 slices OSCAR MAYER Bacon, 4 KRAFT Big Slice Pepper Jack Cheese Slice s, 4 kaiser roll s, split, 1/4 cup KRAFT Chipotle Aioli, 1 avocado, cut into 12 slices, 1/2 cup coarsely chopped fresh cilantro",Dinner Recipes,Cabo Beach Cheeseburger,"1 lb. lean ground beef, 4 slices OSCAR MAYER Bacon, 4 KRAFT Big Slice Pepper Jack Cheese Slice s, 4 kaiser roll s, split, 1/4 cup KRAFT Chipotle Aioli, 1 avocado, cut into 12 slices, 1/2 cup coarsely chopped fresh cilantro",False
dinner,"Chicken pot pie is nearly always a guaranteed win. Add bacon, and your odds are even better. Add a cream cheese pie crust? That's a home run for sure!",135.0,Chicken & Bacon Pot Pie.jpg,"1 Foolproof PHILLY Pie Crust Recipe (see tip), 6 slices OSCAR MAYER Bacon, cut into 1/2-inch pieces, 1/2 lb. sliced fresh mushrooms, 1 baking potato (5 oz.), peeled, cut into 1/2-inch pieces, 1 onion, chopped, 1 carrot, chopped, 2 cloves garlic, minced, 2 Tbsp. flour, 2-1/4 cups fat-free reduced-sodium chicken broth, 4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, cubed, 3 cups shredded cooked chicken","1 Foolproof PHILLY Pie Crust Recipe (see tip), 6 slices OSCAR MAYER Bacon, cut into 1/2-inch pieces, 1/2 lb. sliced fresh mushrooms, 1 baking potato (5 oz.), peeled, cut into 1/2-inch pieces, 1 onion, chopped, 1 carrot, chopped, 2 cloves garlic, minced, 2 Tbsp. flour, 2-1/4 cups fat-free reduced-sodium chicken broth, 4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, cubed, 3 cups shredded cooked chicken",Dinner Recipes,Chicken & Bacon Pot Pie,"1 Foolproof PHILLY Pie Crust Recipe (see tip), 6 slices OSCAR MAYER Bacon, cut into 1/2-inch pieces, 1/2 lb. sliced fresh mushrooms, 1 baking potato (5 oz.), peeled, cut into 1/2-inch pieces, 1 onion, chopped, 1 carrot, chopped, 2 cloves garlic, minced, 2 Tbsp. flour, 2-1/4 cups fat-free reduced-sodium chicken broth, 4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, cubed, 3 cups shredded cooked chicken",False
dinner,"Discover Fluffy Tapioca Cream, infused with egg yolk and flavored with vanilla. Serve Fluffy Tapioca Cream either warm or cold for a luscious dessert.",,Fluffy Tapioca Cream.jpg,"3 Tbsp. MINUTE Tapioca, 2 cups milk, 1 egg, separated, 6 Tbsp. sugar, divided, 1 tsp. vanilla","3 Tbsp. MINUTE Tapioca, 2 cups milk, 1 egg, separated, 6 Tbsp. sugar, divided, 1 tsp. vanilla",Desserts Recipes,Fluffy Tapioca Cream,"3 Tbsp. MINUTE Tapioca, 2 cups milk, 1 egg, separated, 6 Tbsp. sugar, divided, 1 tsp. vanilla",False
dinner,"Our Fudgy Walnut Pie is super chocolatey and requires a full cup and a half of walnuts. It is, quite simply, the best you'll ever have.",105.0,Fudgy Walnut Pie.jpg,"1/2 pkg. (15 oz.) ready-to-use refrigerated pie crusts (1 crust), ""2 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces"", 1/4 cup (1/2 stick) butter, softened, 3/4 cup firmly packed brown sugar, 3 eggs, 1 tsp. vanilla, 1/4 cup flour, 1 cup chopped PLANTERS Walnuts, 1/2 cup PLANTERS Walnut Halves","1/2 pkg. (15 oz.) ready-to-use refrigerated pie crusts (1 crust), ""2 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces"", 1/4 cup (1/2 stick) butter, softened, 3/4 cup firmly packed brown sugar, 3 eggs, 1 tsp. vanilla, 1/4 cup flour, 1 cup chopped PLANTERS Walnuts, 1/2 cup PLANTERS Walnut Halves",Desserts Recipes,Fudgy Walnut Pie,"1/2 pkg. (15 oz.) ready-to-use refrigerated pie crusts (1 crust), ""2 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces"", 1/4 cup (1/2 stick) butter, softened, 3/4 cup firmly packed brown sugar, 3 eggs, 1 tsp. vanilla, 1/4 cup flour, 1 cup chopped PLANTERS Walnuts, 1/2 cup PLANTERS Walnut Halves",False
dinner,"As if banana pudding weren't luscious enough on its own, we've gilded the dessert lily and layered it with vanilla wafers and a sweet pecan topping.",225.0,Deep-Dish Layered Banana Pudding.jpg,"46 vanilla wafers, divided, 1/2 cup chopped PLANTERS Pecans, 1/3 cup packed brown sugar, 1 tsp. ground cinnamon, 3 Tbsp. butter, melted, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding, 2 cups cold milk, 1 tub (8 oz.) COOL WHIP Whipped Topping, thawed, divided, 4 banana s (1 lb.), sliced, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/4 cup granulated sugar","46 vanilla wafers, divided, 1/2 cup chopped PLANTERS Pecans, 1/3 cup packed brown sugar, 1 tsp. ground cinnamon, 3 Tbsp. butter, melted, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding, 2 cups cold milk, 1 tub (8 oz.) COOL WHIP Whipped Topping, thawed, divided, 4 banana s (1 lb.), sliced, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/4 cup granulated sugar",Desserts Recipes,Deep-Dish Layered Banana Pudding,"46 vanilla wafers, divided, 1/2 cup chopped PLANTERS Pecans, 1/3 cup packed brown sugar, 1 tsp. ground cinnamon, 3 Tbsp. butter, melted, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding, 2 cups cold milk, 1 tub (8 oz.) COOL WHIP Whipped Topping, thawed, divided, 4 banana s (1 lb.), sliced, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/4 cup granulated sugar",True
dinner,"Make your day more colorful with our Berry Fruit Tart recipe. Fresh blackberries, raspberries and sliced strawberries combine delightfully with cream cheese and puff pastry in our Berry Fruit Tart.",75.0,Berry Fruit Tart.jpg,"1 frozen puff pastry sheet (1/2 of 17-1/4-oz. pkg.), thawed, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/3 cup powdered sugar, 2 Tbsp. apple juice, 3 cups mixed assorted berries (blackberries, raspberries and sliced strawberries), 2 Tbsp. apple jelly, melted, cooled","1 frozen puff pastry sheet (1/2 of 17-1/4-oz. pkg.), thawed, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/3 cup powdered sugar, 2 Tbsp. apple juice, 3 cups mixed assorted berries (blackberries, raspberries and sliced strawberries), 2 Tbsp. apple jelly, melted, cooled",Desserts Recipes,Berry Fruit Tart,"1 frozen puff pastry sheet (1/2 of 17-1/4-oz. pkg.), thawed, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 1/3 cup powdered sugar, 2 Tbsp. apple juice, 3 cups mixed assorted berries (blackberries, raspberries and sliced strawberries), 2 Tbsp. apple jelly, melted, cooled",True
dinner,Start spreading the news for Pineapple-Topped New York Cheesecake. This Pineapple-Topped New York Cheesecake is great for a special occasion.,380.0,Pineapple-Topped New York Cheesecake.jpg,"7 graham crackers, finely crushed (about 1 cup), 3 Tbsp. butter, melted, 1 cup plus 3 Tbsp. sugar, divided, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 1 Tbsp. vanilla, 4 egg s, 1 can (8 oz.) pineapple tidbits in juice, very well drained, 1/2 cup pineapple preserves","7 graham crackers, finely crushed (about 1 cup), 3 Tbsp. butter, melted, 1 cup plus 3 Tbsp. sugar, divided, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 1 Tbsp. vanilla, 4 egg s, 1 can (8 oz.) pineapple tidbits in juice, very well drained, 1/2 cup pineapple preserves",Desserts Recipes,Pineapple-Topped New York Cheesecake,"7 graham crackers, finely crushed (about 1 cup), 3 Tbsp. butter, melted, 1 cup plus 3 Tbsp. sugar, divided, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 1 Tbsp. vanilla, 4 egg s, 1 can (8 oz.) pineapple tidbits in juice, very well drained, 1/2 cup pineapple preserves",False
dinner,Try our Apple Crisp Recipe for a tasty treat that's ready in no-time—thanks to instant vanilla pudding and a cranberry-pecan granola mix!,70.0,Apple Crisp Recipe.jpg,"5 tart apples, peeled, sliced (about 6 cups), 1 pkg. (1.0 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding, 1/4 cup sugar, 1/2 tsp. ground cinnamon, 1/3 cup water, 3 Tbsp. butter, 1-1/2 cups cranberry-pecan granola","5 tart apples, peeled, sliced (about 6 cups), 1 pkg. (1.0 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding, 1/4 cup sugar, 1/2 tsp. ground cinnamon, 1/3 cup water, 3 Tbsp. butter, 1-1/2 cups cranberry-pecan granola",Desserts Recipes,Apple Crisp Recipe,"5 tart apples, peeled, sliced (about 6 cups), 1 pkg. (1.0 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding, 1/4 cup sugar, 1/2 tsp. ground cinnamon, 1/3 cup water, 3 Tbsp. butter, 1-1/2 cups cranberry-pecan granola",False
dinner,"Take a bite of these decadent Mocha Cheesecake Minis and serve at your next holiday party. You'll love the hints of chocolate and coffee in this mocha cheesecake, all topped with some whipped topping for a delicious dessert you don't have to share.",95.0,Mocha Cheesecake Minis.jpg,"10 vanilla creme-filled chocolate sandwich cookies, finely crushed (about 3/4 cup), 2 Tbsp. butter, melted, 2 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1/2 cup sugar, 2 eggs, 1 tsp. MAXWELL HOUSE Instant Coffee, 2 tsp. water, ""1 pkg. (4 oz.) BAKERS Semi-Sweet Chocolate, melted, cooled"", 1-1/8 tsp. unsweetened cocoa powder, divided, 1 cup thawed COOL WHIP Whipped Topping, 24 chocolate-covered coffee beans","10 vanilla creme-filled chocolate sandwich cookies, finely crushed (about 3/4 cup), 2 Tbsp. butter, melted, 2 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1/2 cup sugar, 2 eggs, 1 tsp. MAXWELL HOUSE Instant Coffee, 2 tsp. water, ""1 pkg. (4 oz.) BAKERS Semi-Sweet Chocolate, melted, cooled"", 1-1/8 tsp. unsweetened cocoa powder, divided, 1 cup thawed COOL WHIP Whipped Topping, 24 chocolate-covered coffee beans",Desserts Recipes,Mocha Cheesecake Minis,"10 vanilla creme-filled chocolate sandwich cookies, finely crushed (about 3/4 cup), 2 Tbsp. butter, melted, 2 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1/2 cup sugar, 2 eggs, 1 tsp. MAXWELL HOUSE Instant Coffee, 2 tsp. water, ""1 pkg. (4 oz.) BAKERS Semi-Sweet Chocolate, melted, cooled"", 1-1/8 tsp. unsweetened cocoa powder, divided, 1 cup thawed COOL WHIP Whipped Topping, 24 chocolate-covered coffee beans",False
dinner,Come as close as possible to perfection with our OREO-Raspberry Cookie Balls recipe. Our OREO-Raspberry Cookie Balls are dipped and drizzled in chocolate.,90.0,OREO-Raspberry Cookie Balls.jpg,"1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 36 OREO Cookies, finely crushed, 1/4 cup raspberry jam, 1/4 cup chopped dried cranberries, ""1 oz. BAKERS White Chocolate, melted"", 2 drops red food coloring, ""4 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces, melted""","1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 36 OREO Cookies, finely crushed, 1/4 cup raspberry jam, 1/4 cup chopped dried cranberries, ""1 oz. BAKERS White Chocolate, melted"", 2 drops red food coloring, ""4 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces, melted""",Desserts Recipes,OREO-Raspberry Cookie Balls,"1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened, 36 OREO Cookies, finely crushed, 1/4 cup raspberry jam, 1/4 cup chopped dried cranberries, ""1 oz. BAKERS White Chocolate, melted"", 2 drops red food coloring, ""4 pkg. (4 oz. each) BAKERS Semi-Sweet Chocolate, broken into pieces, melted""",False
dinner,"Add delicious fall flavor to a pumpkin spice cake with brown sugar frosting. Pumpkin Spice Cake with Brown Sugar Frosting features the perfect amount of sugar, spice and everything nice—plus delicious cream cheese.",110.0,Pumpkin Spice Cake with Brown Sugar Frosting.jpg,"1 pkg. (2-layer size) spice cake mix, 1 cup water, 1 cup canned pumpkin, 1/3 cup oil, 3 eggs, 3/4 cup chopped PLANTERS Walnuts, 1 pkg. (8 oz.) PHILADELPHIA Neufchatel Cheese, softened, 1/3 cup packed dark brown sugar, 1 cup thawed COOL WHIP LITE Whipped Topping","1 pkg. (2-layer size) spice cake mix, 1 cup water, 1 cup canned pumpkin, 1/3 cup oil, 3 eggs, 3/4 cup chopped PLANTERS Walnuts, 1 pkg. (8 oz.) PHILADELPHIA Neufchatel Cheese, softened, 1/3 cup packed dark brown sugar, 1 cup thawed COOL WHIP LITE Whipped Topping",Desserts Recipes,Pumpkin Spice Cake with Brown Sugar Frosting,"1 pkg. (2-layer size) spice cake mix, 1 cup water, 1 cup canned pumpkin, 1/3 cup oil, 3 eggs, 3/4 cup chopped PLANTERS Walnuts, 1 pkg. (8 oz.) PHILADELPHIA Neufchatel Cheese, softened, 1/3 cup packed dark brown sugar, 1 cup thawed COOL WHIP LITE Whipped Topping",True
dinner,"Delight in this Raspberry Angel Cakes' gelatin, raspberries and whipped topping. Our sweetly unique Raspberry Angel Cake is truly heavenly.",200.0,Raspberry Angel Cake.jpg,"3 cups boiling water, 2 pkg. (3 oz. each) JELL-O Raspberry Flavor Gelatin, 1 pkg. (12 oz.) frozen red raspberries (Do not thaw.), 1 pkg. (7.5 oz.) round prepared angel food cake, cut into 21 thin slices, 1 cup thawed COOL WHIP Whipped Topping","3 cups boiling water, 2 pkg. (3 oz. each) JELL-O Raspberry Flavor Gelatin, 1 pkg. (12 oz.) frozen red raspberries (Do not thaw.), 1 pkg. (7.5 oz.) round prepared angel food cake, cut into 21 thin slices, 1 cup thawed COOL WHIP Whipped Topping",Desserts Recipes,Raspberry Angel Cake,"3 cups boiling water, 2 pkg. (3 oz. each) JELL-O Raspberry Flavor Gelatin, 1 pkg. (12 oz.) frozen red raspberries (Do not thaw.), 1 pkg. (7.5 oz.) round prepared angel food cake, cut into 21 thin slices, 1 cup thawed COOL WHIP Whipped Topping",True
dinner,"Serve up this delectable Apricot Crumble Pie for dessert tonight. This Apricot Crumble Pie includes tapioca, brown sugar and fresh apricots.",80.0,Apricot Crumble Pie.jpg,"2-1/4 lb. apricots, peeled, sliced (about 6 cups), 3/4 cup granulated sugar, 1/4 cup MINUTE Tapioca, 1/2 cup flour, 1/4 cup packed brown sugar, 1/4 cup cold butter or margarine, cut up, 1 ready-to-use refrigerated pie crust (1/2 of 14.1-oz. pkg.)","2-1/4 lb. apricots, peeled, sliced (about 6 cups), 3/4 cup granulated sugar, 1/4 cup MINUTE Tapioca, 1/2 cup flour, 1/4 cup packed brown sugar, 1/4 cup cold butter or margarine, cut up, 1 ready-to-use refrigerated pie crust (1/2 of 14.1-oz. pkg.)",Desserts Recipes,Apricot Crumble Pie,"2-1/4 lb. apricots, peeled, sliced (about 6 cups), 3/4 cup granulated sugar, 1/4 cup MINUTE Tapioca, 1/2 cup flour, 1/4 cup packed brown sugar, 1/4 cup cold butter or margarine, cut up, 1 ready-to-use refrigerated pie crust (1/2 of 14.1-oz. pkg.)",False
dinner,"Add some magic to dessert with the Black Magic Parfait Cups Recipe. Chocolate and vanilla ice creams, fudge topping, crushed chocolate sandwich cookies and whipped topping are layered for a luscious dessert in our Black Magic Parfait Cups recipe.",20.0,Black Magic Parfait Cups Recipe.jpg,"24 OREO Cookies, divided, 1 pt. (2 cups) chocolate ice cream, 1 cup hot fudge ice cream topping, 1 pt. (2 cups) vanilla ice cream, 1 cup thawed COOL WHIP Whipped Topping","24 OREO Cookies, divided, 1 pt. (2 cups) chocolate ice cream, 1 cup hot fudge ice cream topping, 1 pt. (2 cups) vanilla ice cream, 1 cup thawed COOL WHIP Whipped Topping",Desserts Recipes,Black Magic Parfait Cups Recipe,"24 OREO Cookies, divided, 1 pt. (2 cups) chocolate ice cream, 1 cup hot fudge ice cream topping, 1 pt. (2 cups) vanilla ice cream, 1 cup thawed COOL WHIP Whipped Topping",False
dinner,Discover your new go-to dessert with our Dark Chocolate Ganache Cheesecake! Top your chocolate ganache cheesecake with raspberries for a gorgeous treat.,6.0,Dark Chocolate Ganache Cheesecake.jpg,"1-1/2 cups graham cracker crumbs, 3 Tbsp. sugar, 1/3 cup butter or margarine, melted, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1 cup sugar, 1 tsp. vanilla, 4 egg s, 1 tub (8 oz.) COOL WHIP Whipped Topping (Do not thaw.), ""6 oz. BAKERS Bittersweet Chocolate"", 1 cup fresh raspberries","1-1/2 cups graham cracker crumbs, 3 Tbsp. sugar, 1/3 cup butter or margarine, melted, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1 cup sugar, 1 tsp. vanilla, 4 egg s, 1 tub (8 oz.) COOL WHIP Whipped Topping (Do not thaw.), ""6 oz. BAKERS Bittersweet Chocolate"", 1 cup fresh raspberries",Desserts Recipes,Dark Chocolate Ganache Cheesecake,"1-1/2 cups graham cracker crumbs, 3 Tbsp. sugar, 1/3 cup butter or margarine, melted, 4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened, 1 cup sugar, 1 tsp. vanilla, 4 egg s, 1 tub (8 oz.) COOL WHIP Whipped Topping (Do not thaw.), ""6 oz. BAKERS Bittersweet Chocolate"", 1 cup fresh raspberries",False
dinner,"Explore this Easy Caramel Apple Bread Pudding recipe. Drizzled with homemade caramel sauce, this Easy Caramel Apple Bread Pudding is perfect for fall.",2.0,Easy Caramel Apple Bread Pudding.jpg,"1 Tbsp. butter, 3 small Gala apples, peeled, chopped (about 3 cups), 25 KRAFT Caramels, 1 can (12 oz.) evaporated milk, divided, 1 can (14 oz.) sweetened condensed milk, 4 eggs, 1 tsp. vanilla, 1/2 tsp. ground cinnamon, 3/4 lb. unsliced white bread, cut into 1-inch cubes (about 8 cups), 1/2 cup dried cranberries, 1 cup thawed COOL WHIP Whipped Topping","1 Tbsp. butter, 3 small Gala apples, peeled, chopped (about 3 cups), 25 KRAFT Caramels, 1 can (12 oz.) evaporated milk, divided, 1 can (14 oz.) sweetened condensed milk, 4 eggs, 1 tsp. vanilla, 1/2 tsp. ground cinnamon, 3/4 lb. unsliced white bread, cut into 1-inch cubes (about 8 cups), 1/2 cup dried cranberries, 1 cup thawed COOL WHIP Whipped Topping",Desserts Recipes,Easy Caramel Apple Bread Pudding,"1 Tbsp. butter, 3 small Gala apples, peeled, chopped (about 3 cups), 25 KRAFT Caramels, 1 can (12 oz.) evaporated milk, divided, 1 can (14 oz.) sweetened condensed milk, 4 eggs, 1 tsp. vanilla, 1/2 tsp. ground cinnamon, 3/4 lb. unsliced white bread, cut into 1-inch cubes (about 8 cups), 1/2 cup dried cranberries, 1 cup thawed COOL WHIP Whipped Topping",False
dinner,Swap out ice cream for pudding and whipped topping to get tasty Homemade 'Ice Cream' Sandwiches. These Homemade 'Ice Cream' Sandwiches sure are delightful!,130.0,Homemade 'Ice Cream' Sandwiches.jpg,"1 pkg. (3.4 oz.) JELL-O Vanilla Flavor Instant Pudding, 1 cup cold milk, 1-1/2 cups thawed COOL WHIP LITE Whipped Topping, 16 cinnamon graham cracker s, broken in half (32 squares)","1 pkg. (3.4 oz.) JELL-O Vanilla Flavor Instant Pudding, 1 cup cold milk, 1-1/2 cups thawed COOL WHIP LITE Whipped Topping, 16 cinnamon graham cracker s, broken in half (32 squares)",Desserts Recipes,Homemade 'Ice Cream' Sandwiches,"1 pkg. (3.4 oz.) JELL-O Vanilla Flavor Instant Pudding, 1 cup cold milk, 1-1/2 cups thawed COOL WHIP LITE Whipped Topping, 16 cinnamon graham cracker s, broken in half (32 squares)",False
dinner,No graham crackers? No problem. These scrumptious little s'mores start with mini fudge-covered shortbread cookies.,5.0,Mini Shortbread S'mores.jpg,"1 pkg. (0.74 oz) mini fudge-covered shortbread cookies, 8 JET-PUFFED Miniature Marshmallow s","1 pkg. (0.74 oz) mini fudge-covered shortbread cookies, 8 JET-PUFFED Miniature Marshmallow s",Desserts Recipes,Mini Shortbread S'mores,"1 pkg. (0.74 oz) mini fudge-covered shortbread cookies, 8 JET-PUFFED Miniature Marshmallow s",False
dinner,Not a baker? Not a problem! Put your own festive spin on yummy peanut butter cookies with a white chocolate beard and sprinkled hat for Santa!,35.0,Peanut Butter Cookie Santas.jpg,"12 peanut butter sandwich cookie s, ""1 pkg. (4 oz.) BAKERS White Chocolate, melted"", 2 Tbsp. red colored sugar, 24 miniature semi-sweet chocolate chips, decorations: 12 each small red and white hard candies","12 peanut butter sandwich cookie s, ""1 pkg. (4 oz.) BAKERS White Chocolate, melted"", 2 Tbsp. red colored sugar, 24 miniature semi-sweet chocolate chips, decorations: 12 each small red and white hard candies",Desserts Recipes,Peanut Butter Cookie Santas,"12 peanut butter sandwich cookie s, ""1 pkg. (4 oz.) BAKERS White Chocolate, melted"", 2 Tbsp. red colored sugar, 24 miniature semi-sweet chocolate chips, decorations: 12 each small red and white hard candies",False
